loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], baroAlt, gyroADC[0], gyroADC[1], gyroADC[2], gyroUnfilt[0], gyroUnfilt[1], gyroUnfilt[2], accSmooth[0], accSmooth[1], accSmooth[2], imuQuaternion[0], imuQuaternion[1], imuQuaternion[2], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 8126750, -50, -12,   2,  -1,  -2,  -1, -23, -25,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 657,   0,   5,   5,   2,   8,  -9,   3,   0,   0, -382,   5,  -6,  -4, 1702, 1781, 1561, 1633, 0, 0, IDLE, 0, 0
 11, 8128125, -25,  10,   3,  -2,  -1,  -1, -23,  34,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 654,   0,   2,  -4,  -6,  -2,  12,  -7,   0,   0, -359,   6,  -6,  -3, 1754, 1675, 1661, 1575, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 12, 8128250, -17,   4,   3,  -2,  -1,  -1,   0,  30,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 654,   0,   2,  -2,  -7,  -2,  13,  -5,   0,   0, -359,   6,  -6,  -3, 1713, 1655, 1682, 1613, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 13, 8128375, -10,  -1,   4,  -2,  -1,  -1,  24,  24,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 653,   0,   1,   1,  -7,  -2,  13,  -4,   0,   0, -359,   6,  -6,  -2, 1672, 1636, 1701, 1653, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 14, 8128500,  -5,  -6,   4,  -2,  -1,  -1,  48,  17,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 653,   0,   0,   3,  -6,  -2,  14,  -3,   0,   0, -359,   6,  -6,  -2, 1631, 1620, 1717, 1693, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 15, 8128625,   0, -11,   4,  -2,  -1,   0,  70,   9,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 653,   0,   0,   5,  -6,  -1,  14,  -1,   0,   0, -359,   6,  -6,  -2, 1593, 1607, 1730, 1730, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 16, 8128750,   3, -15,   4,  -2,  -2,   0,  89,   0,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 653,   0,   0,   7,  -5,  -1,  14,   1,   0,   0, -359,   6,  -6,  -2, 1559, 1598, 1739, 1763, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 17, 8128875,   4, -18,   5,  -2,  -2,   0, 105,  -8,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 652,   0,   0,   8,  -4,   0,  11,   4,   0,   0, -359,   6,  -6,  -2, 1532, 1592, 1745, 1790, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 18, 8129000,   4, -19,   5,  -2,  -2,   0, 116, -15,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 652,   0,   0,   8,  -3,   1,   6,   6,   0,   0, -359,   6,  -6,  -2, 1513, 1589, 1747, 1808, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 19, 8129125,   2, -18,   4,  -2,  -2,   0, 123, -20,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 652,   0,   0,   8,  -1,   2,  -1,   6,   0,   0, -359,   6,  -6,  -2, 1503, 1588, 1748, 1817, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 20, 8129250,  -1, -15,   4,  -2,  -2,   0, 125, -23,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 652,   0,   0,   7,   0,   2,  -6,   6,   0,   0, -359,   6,  -6,  -2, 1504, 1588, 1747, 1817, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 21, 8129375,  -4, -11,   4,  -2,  -2,   0, 124, -23,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 651,   0,   0,   5,   1,   2, -10,   4,   0,   0, -359,   5,  -6,  -2, 1512, 1588, 1745, 1809, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 22, 8129500,  -6,  -6,   3,  -2,  -2,   0, 119, -21,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 651,   0,   1,   3,   1,   1, -12,   2,   0,   0, -336,   5,  -6,  -2, 1525, 1586, 1746, 1796, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 23, 8129625,  -7,  -1,   3,  -2,  -2,   0, 114, -16,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 651,   0,   1,   0,   2,   1, -13,   0,   0,   0, -336,   5,  -6,  -2, 1541, 1583, 1748, 1780, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 24, 8129750,  -7,   5,   2,  -2,  -2,   0, 108, -10,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 651,   0,   1,  -2,   2,   0, -16,  -1,   0,   0, -336,   5,  -6,  -1, 1558, 1576, 1753, 1763, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 25, 8129875,  -7,  10,   2,  -2,  -2,   0, 103,  -3,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 650,   0,   1,  -4,   1,   0, -18,  -2,   0,   0, -336,   5,  -6,  -1, 1575, 1568, 1761, 1747, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 26, 8130000,  -4,  15,   2,  -2,  -2,   0, 100,   6,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 650,   0,   0,  -7,   1,  -2, -19,  -5,   0,   0, -336,   5,  -6,  -1, 1590, 1555, 1773, 1732, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 27, 8130125,   0,  20,   2,  -2,  -2,   0,  99,  15,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 650,   0,   0,  -9,   0,  -4, -18,  -8,   0,   0, -336,   4,  -6,  -1, 1600, 1538, 1789, 1722, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 28, 8130250,   7,  23,   2,  -2,  -2,   0, 103,  24,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 650,   0,  -1, -10,  -2,  -7, -13, -11,   0,   0, -336,   4,  -6,  -1, 1600, 1516, 1811, 1721, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 29, 8130375,  17,  24,   2,  -2,  -1,   0, 112,  31,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 649,   0,  -2, -11,  -3,  -9,  -6, -13,   0,   0, -336,   4,  -6,  -1, 1589, 1489, 1837, 1731, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 30, 8130500,  28,  22,   2,  -2,  -1,   0, 128,  36,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 649,   0,  -3, -10,  -5, -11,   2, -12,   0,   0, -336,   4,  -6,  -1, 1565, 1460, 1867, 1754, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 31, 8130625,  41,  19,   3,  -2,  -1,   0, 149,  38,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 649,   0,  -4,  -8,  -6, -12,   7, -11,   0,   0, -336,   3,  -5,  -1, 1530, 1429, 1898, 1788, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 32, 8130750,  54,  14,   3,  -2,  -1,   0, 174,  37,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 649,   0,  -5,  -6,  -7, -12,  10,  -9,   0,   0, -336,   3,  -5,  -1, 1487, 1398, 1929, 1829, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 33, 8130875,  66,   8,   4,  -2,  -1,   0, 202,  33,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 649,   0,  -7,  -4,  -7, -12,  11,  -7,   0,   0, -336,   3,  -5,  -1, 1440, 1369, 1959, 1875, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 34, 8131000,  76,   3,   4,  -2,  -1,   0, 230,  27,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 648,   0,  -8,  -1,  -7, -13,  12,  -5,   0,   0, -336,   2,  -5,   0, 1390, 1343, 1986, 1924, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 35, 8131125,  86,  -2,   5,  -2,  -1,   0, 259,  19,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 648,   0,  -9,   1,  -7, -13,  13,  -3,   0,   0, -336,   2,  -5,   0, 1330, 1308, 2000, 1961, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 36, 8131250,  94,  -7,   5,  -2,  -1,   0, 285,  11,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 648,   0,  -9,   3,  -6, -13,  13,  -1,   0,   0, -336,   1,  -5,   0, 1263, 1267, 2000, 1985, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 37, 8131375, 100, -11,   5,  -1,  -1,   0, 308,   2,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 648,   0, -10,   5,  -6, -12,  11,   2,   0,   0, -336,   1,  -5,   0, 1195, 1224, 1991, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 38, 8131500, 104, -13,   5,  -1,  -1,   0, 328,  -6,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 648,   0, -10,   6,  -4, -11,   8,   4,   0,   0, -313,   1,  -5,   0, 1129, 1179, 1970, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 39, 8131625, 107, -14,   5,  -1,  -1,   0, 342, -13,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 647,   0, -11,   6,  -3, -10,   3,   5,   0,   0, -313,   0,  -5,   0, 1082, 1147, 1955, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 40, 8131750, 107, -13,   5,  -1,  -1,   0, 350, -18,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 647,   0, -11,   6,  -2, -10,  -3,   5,   0,   0, -313,   0,  -5,   0, 1056, 1128, 1947, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 41, 8131875, 107, -11,   5,  -1,  -1,   0, 354, -21,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 647,   0, -11,   5,  -1, -10,  -8,   5,   0,   0, -313,  -1,  -5,   0, 1050, 1122, 1946, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 42, 8132000, 106,  -6,   4,  -1,  -2,   0, 352, -21,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 647,   0, -11,   3,   0, -10, -11,   3,   0,   0, -313,  -2,  -4,   0, 1061, 1125, 1953, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 43, 8132125, 106,  -2,   4,   0,  -2,   0, 348, -18,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 647,   0, -11,   1,   1, -11, -14,   2,   0,   0, -313,  -2,  -4,   0, 1084, 1133, 1966, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 44, 8132250, 106,   4,   4,   0,  -2,   0, 341, -14,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 646,   0, -11,  -2,   1, -11, -17,   0,   0,   0, -313,  -3,  -4,   1, 1116, 1145, 1985, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 45, 8132375, 107,   9,   3,   0,  -1,   0, 333,  -7,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 646,   0, -11,  -4,   1, -12, -19,  -2,   0,   0, -313,  -3,  -4,   1, 1145, 1150, 2000, 1993, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 46, 8132500, 110,  15,   3,   0,  -1,   0, 325,   1,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 646,   0, -11,  -7,   1, -13, -20,  -4,   0,   0, -313,  -4,  -4,   1, 1154, 1133, 2000, 1968, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 47, 8132625, 114,  20,   3,   0,  -1,   0, 319,   9,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 646,   0, -11,  -9,   0, -15, -19,  -7,   0,   0, -313,  -5,  -4,   1, 1157, 1109, 2000, 1942, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 48, 8132750, 121,  23,   3,   0,  -1,   0, 317,  18,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 646,   0, -12, -11,  -1, -17, -16,  -9,   0,   0, -313,  -5,  -4,   1, 1150, 1078, 2000, 1918, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 49, 8132875, 130,  25,   3,   0,  -1,   0, 318,  25,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 645,   0, -13, -11,  -2, -19, -10, -11,   0,   0, -313,  -6,  -4,   1, 1129, 1039, 2000, 1900, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 50, 8133000, 140,  25,   3,   1,  -1,   0, 324,  31,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 645,   0, -14, -11,  -4, -21,  -5, -11,   0,   0, -313,  -7,  -3,   1, 1132, 1035, 2000, 1892, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 51, 8133125, 152,  23,   3,   1,  -1,   0, 335,  35,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 645,   0, -15, -10,  -5, -23,   1, -11,   0,   0, -313,  -7,  -3,   1, 1131, 1035, 2000, 1893, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 52, 8133250, 164,  20,   4,   1,  -1,   0, 350,  36,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 645,   0, -17,  -9,  -6, -23,   5,  -9,   0,   0, -313,  -8,  -3,   1, 1124, 1035, 2000, 1899, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 53, 8133375, 176,  15,   4,   1,  -1,   0, 368,  34,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 645,   0, -18,  -7,  -7, -24,   8,  -8,   0,   0, -313,  -9,  -3,   1, 1113, 1035, 2000, 1908, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 54, 8133500, 187,  10,   4,   2,  -1,   0, 387,  30,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 645,   0, -19,  -4,  -7, -24,  10,  -6,   0,   0, -291, -10,  -3,   1, 1097, 1035, 2000, 1922, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 55, 8133625, 196,   5,   5,   2,  -1,   0, 406,  24,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 644,   0, -20,  -2,  -7, -24,  11,  -3,   0,   0, -291, -10,  -3,   2, 1077, 1035, 2000, 1940, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 56, 8133750, 203,   0,   5,   2,  -1,   0, 424,  17,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 644,   0, -21,   0,  -6, -23,  11,  -1,   0,   0, -291, -11,  -3,   2, 1054, 1035, 2000, 1961, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 57, 8133875, 209,  -4,   5,   2,  -1,   0, 437,   8,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 644,   0, -21,   2,  -5, -22,  10,   2,   0,   0, -291, -12,  -3,   2, 1035, 1040, 2000, 1983, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 58, 8134000, 211,  -7,   5,   3,  -1,   0, 446,   0,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 644,   0, -21,   3,  -4, -21,   7,   3,   0,   0, -291, -13,  -2,   2, 1035, 1061, 1996, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 59, 8134125, 212,  -9,   5,   3,  -1,   0, 450,  -7,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 644,   0, -21,   4,  -3, -20,   3,   4,   0,   0, -291, -13,  -2,   2, 1035, 1077, 1979, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 60, 8134250, 211,  -9,   5,   3,  -1,   0, 448, -13,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 644,   0, -21,   4,  -2, -20,  -1,   5,   0,   0, -291, -14,  -2,   2, 1035, 1087, 1968, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 61, 8134375, 209,  -7,   5,   4,  -1,   0, 441, -17,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 643,   0, -21,   3,  -1, -19,  -6,   5,   0,   0, -291, -15,  -2,   2, 1035, 1090, 1963, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 62, 8134500, 206,  -4,   4,   4,  -1,   0, 428, -18,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 643,   0, -21,   2,   0, -19, -10,   5,   0,   0, -291, -16,  -2,   2, 1035, 1087, 1965, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 63, 8134625, 203,   0,   4,   4,  -1,   0, 411, -18,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 643,   0, -21,   0,   1, -18, -14,   3,   0,   0, -291, -17,  -2,   2, 1035, 1078, 1973, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 64, 8134750, 199,   5,   4,   4,  -1,   0, 391, -14,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 643,   0, -20,  -2,   2, -18, -17,   2,   0,   0, -291, -17,  -1,   2, 1035, 1063, 1987, 2000, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 65, 8134875, 196,  10,   3,   5,  -1,   0, 368,  -9,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 643,   0, -20,  -5,   2, -18, -20,   0,   0,   0, -291, -18,  -1,   2, 1035, 1042, 2000, 1994, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 66, 8135000, 194,  15,   3,   5,  -1,   0, 344,  -2,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 643,   0, -20,  -7,   1, -19, -21,  -2,   0,   0, -291, -19,  -1,   2, 1052, 1035, 2000, 1971, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 67, 8135125, 192,  20,   2,   5,  -1,   0, 321,   6,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 642,   0, -20,  -9,   1, -20, -20,  -5,   0,   0, -291, -20,  -1,   2, 1076, 1035, 2000, 1949, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 68, 8135250, 193,  24,   2,   5,  -1,   0, 299,  14,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 642,   0, -20, -11,   0, -21, -18,  -7,   0,   0, -291, -20,  -1,   2, 1098, 1035, 2000, 1928, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 69, 8135375, 194,  27,   2,   6,  -1,   0, 280,  22,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 642,   0, -20, -12,  -1, -22, -14,  -9,   0,   0, -291, -21,  -1,   3, 1118, 1035, 2000, 1908, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 70, 8135500, 198,  28,   2,   6,   0,   0, 264,  28,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 642,   0, -20, -13,  -2, -23,  -9, -10,   0,   0, -270, -22,   0,   3, 1133, 1035, 2000, 1892, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 71, 8135625, 202,  27,   3,   6,   0,   0, 252,  33,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 642,   0, -21, -12,  -4, -24,  -3, -10,   0,   0, -270, -23,   0,   3, 1140, 1035, 2000, 1884, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 72, 8135750, 206,  24,   3,   7,   0,   0, 243,  35,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 642,   0, -21, -11,  -5, -24,   2,  -9,   0,   0, -270, -23,   0,   3, 1140, 1035, 2000, 1884, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 73, 8135875, 210,  20,   3,   7,   0,   0, 237,  35,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 642,   0, -21,  -9,  -5, -23,   6,  -8,   0,   0, -270, -24,   0,   3, 1132, 1035, 2000, 1890, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 74, 8136000, 213,  15,   4,   7,   0,   0, 232,  31,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 641,   0, -22,  -7,  -6, -23,   8,  -6,   0,   0, -270, -24,   0,   3, 1120, 1038, 2000, 1903, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 75, 8136125, 214,  10,   4,   7,   0,   0, 227,  26,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 641,   0, -22,  -5,  -6, -21,  10,  -4,   0,   0, -270, -25,   1,   3, 1127, 1066, 2000, 1922, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 76, 8136250, 213,   5,   4,   8,   0,   0, 219,  19,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 641,   0, -22,  -2,  -6, -20,  11,  -2,   0,   0, -270, -26,   1,   3, 1141, 1104, 2000, 1945, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 77, 8136375, 210,   0,   4,   8,   0,   0, 209,  11,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 641,   0, -21,   0,  -5, -18,  11,   0,   0,   0, -270, -26,   1,   3, 1166, 1155, 2000, 1969, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
 78, 8136500, 204,  -4,   5,   8,   0,   1, 194,   2,   0,   0,   0,   0,   0,   0, 1630,   0,   0,   0, 641,   0, -21,   2,  -4, -16,   9,   3,   0,   0, -270, -27,   1,   3, 1205, 1219, 2000, 1993, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX, IDLE, 1, 1
