frame,time,rc0,rc1,rc2,rc4,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,vel_x,vel_y,vel_z,angvel_x,angvel_y,angvel_z,motorOut_1,motorOut_2,motorOut_3,motorOut_4
10354,2,1,0,0.3,0,0.546212,13.3229,-0.10188,-0.000127583,0.0018478,0.920515,0.390702,2.10936,3.19588,-0.0687741,0.00152163,-0.0539203,-11.5731,0.332,0.222,0.358,0.228
10355,2,1,0,0.3,0,0.54831,13.326,-0.101949,-0.000141148,0.00183807,0.918239,0.396023,2.0976,3.17467,-0.0687128,-0.000589914,-0.0517805,-11.5765,0.266,0.322,0.27,0.282
10356,2,1,0,0.3,0,0.550396,13.3292,-0.102018,-0.000153969,0.00182955,0.915931,0.401333,2.08567,3.15355,-0.0686519,-0.00229954,-0.0495713,-11.5802,0.288,0.252,0.33,0.27
10357,2,1,0,0.3,0,0.552469,13.3323,-0.102086,-0.000166311,0.00182241,0.913591,0.406631,2.07357,3.13253,-0.0685914,-0.00491251,-0.0474184,-11.5845,0.31,0.284,0.302,0.244
10358,2,1,0,0.3,0,0.554531,13.3354,-0.102155,-0.000177912,0.00181683,0.91122,0.411917,2.06132,3.11163,-0.0685312,-0.00697956,-0.0445732,-11.5888,0.25,0.314,0.276,0.298
10359,2,1,0,0.3,0,0.55658,13.3385,-0.102223,-0.000188871,0.00181271,0.908817,0.417191,2.04894,3.09086,-0.0684715,-0.00969851,-0.0424173,-11.5933,0.334,0.234,0.344,0.226
10360,2,1,0,0.3,0,0.558616,13.3416,-0.102292,-0.000199023,0.00181094,0.906383,0.422453,2.03648,3.07027,-0.0684123,-0.0138036,-0.0378037,-11.5974,0.256,0.338,0.254,0.29
10361,2,1,0,0.3,0,0.56064,13.3447,-0.10236,-0.000207919,0.00181161,0.903917,0.427703,2.02401,3.04991,-0.068354,-0.0169553,-0.0340806,-11.6012,0.298,0.256,0.324,0.26
10362,2,1,0,0.3,0,0.562651,13.3477,-0.102428,-0.000216105,0.00181438,0.901421,0.43294,2.01151,3.02977,-0.0682962,-0.0202684,-0.031085,-11.605,0.306,0.302,0.284,0.246
10363,2,1,0,0.3,0,0.56465,13.3507,-0.102497,-0.000223445,0.00181892,0.898893,0.438165,1.99895,3.00981,-0.0682388,-0.0222244,-0.0281796,-11.6082,0.25,0.312,0.276,0.302
10364,2,1,0,0.3,0,0.566637,13.3537,-0.102565,-0.000230261,0.00182473,0.896334,0.443375,1.98632,2.99004,-0.0681817,-0.0243809,-0.0266365,-11.611,0.334,0.25,0.33,0.226
10365,2,1,0,0.3,0,0.56861,13.3567,-0.102633,-0.000236788,0.00183169,0.893745,0.448572,1.97361,2.97043,-0.0681249,-0.0257873,-0.0249389,-11.6133,0.25,0.344,0.25,0.294
10366,2,1,0,0.3,0,0.570571,13.3596,-0.102701,-0.000242944,0.00183923,0.891125,0.453755,1.96082,2.95098,-0.0680682,-0.0265021,-0.024342,-11.615,0.302,0.252,0.328,0.258
10367,2,1,0,0.3,0,0.572519,13.3625,-0.102769,-0.000249239,0.00184715,0.888474,0.458923,1.94793,2.9317,-0.0680116,-0.0273358,-0.0242208,-11.6163,0.294,0.312,0.278,0.256
10368,2,1,0,0.3,0,0.574454,13.3655,-0.102837,-0.000255418,0.00185505,0.885794,0.464075,1.93494,2.91256,-0.0679552,-0.0267299,-0.0241955,-11.6168,0.252,0.3,0.288,0.3
10369,2,1,0,0.3,0,0.576376,13.3683,-0.102905,-0.000261798,0.00186252,0.883083,0.469213,1.92186,2.89358,-0.0678988,-0.026567,-0.0252915,-11.617,0.328,0.252,0.328,0.232
10370,2,1,0,0.3,0,0.578285,13.3712,-0.102973,-0.000268439,0.00186957,0.880343,0.474334,1.9087,2.87477,-0.0678426,-0.0256896,-0.0259117,-11.6167,0.242,0.336,0.26,0.302
10371,2,1,0,0.3,0,0.58018,13.3741,-0.103041,-0.000275285,0.00187571,0.877573,0.479439,1.89544,2.85611,-0.0677866,-0.0244792,-0.0277222,-11.6161,0.31,0.242,0.338,0.25
10372,2,1,0,0.3,0,0.582062,13.3769,-0.103108,-0.000282843,0.00188087,0.874774,0.484528,1.8821,2.83761,-0.0677308,-0.0234721,-0.0297976,-11.6154,0.294,0.304,0.288,0.254
10373,2,1,0,0.3,0,0.583931,13.3797,-0.103176,-0.000290844,0.00188472,0.871945,0.4896,1.86867,2.81927,-0.0676752,-0.0213095,-0.0320474,-11.6146,0.266,0.28,0.308,0.286
10374,2,1,0,0.3,0,0.585786,13.3825,-0.103244,-0.00029965,0.00188702,0.869087,0.494655,1.85514,2.80109,-0.0676199,-0.0199248,-0.0351638,-11.6139,0.332,0.252,0.33,0.226
10375,2,1,0,0.3,0,0.587628,13.3853,-0.103311,-0.000309228,0.00188788,0.866201,0.499693,1.84152,2.78305,-0.0675649,-0.0178067,-0.0375883,-11.6131,0.248,0.32,0.276,0.298
10376,2,1,0,0.3,0,0.589455,13.3881,-0.103379,-0.000319382,0.00188705,0.863286,0.504713,1.8278,2.76518,-0.0675102,-0.015932,-0.0405008,-11.6123,0.316,0.234,0.346,0.246
10377,2,1,0,0.3,0,0.591269,13.3908,-0.103446,-0.000330365,0.00188486,0.860342,0.509714,1.81399,2.74746,-0.067456,-0.014518,-0.042885,-11.6117,0.286,0.306,0.286,0.26
10378,2,1,0,0.3,0,0.593069,13.3936,-0.103513,-0.000341747,0.00188127,0.857369,0.514699,1.80009,2.7299,-0.0674023,-0.0125122,-0.0450049,-11.6111,0.272,0.268,0.316,0.282
10379,2,1,0,0.3,0,0.594855,13.3963,-0.103581,-0.000353677,0.0018766,0.854367,0.519667,1.78612,2.7125,-0.0673492,-0.0122664,-0.0461571,-11.6103,0.328,0.254,0.328,0.228
10380,2,1,0,0.3,0,0.596628,13.399,-0.103648,-0.000365447,0.00187198,0.851337,0.524616,1.77218,2.69533,-0.0672969,-0.0120176,-0.0453061,-11.6092,0.25,0.31,0.284,0.296
10381,2,1,0,0.3,0,0.598386,13.4016,-0.103715,-0.000377015,0.00186728,0.848278,0.529548,1.75827,2.67838,-0.0672457,-0.012158,-0.0454664,-11.6085,0.32,0.232,0.346,0.242
10382,2,1,0,0.3,0,0.60013,13.4043,-0.103783,-0.000388738,0.00186267,0.84519,0.534463,1.74436,2.66162,-0.0671952,-0.0124361,-0.0453249,-11.6082,0.28,0.304,0.288,0.266
10383,2,1,0,0.3,0,0.601861,13.407,-0.10385,-0.000400278,0.00185797,0.842074,0.539359,1.73042,2.64505,-0.0671454,-0.0121243,-0.0452319,-11.6082,0.276,0.264,0.32,0.28
10384,2,1,0,0.3,0,0.603577,13.4096,-0.103917,-0.000411963,0.00185329,0.83893,0.544236,1.71644,2.62865,-0.0670963,-0.0128023,-0.0453653,-11.6087,0.318,0.266,0.318,0.236
10385,2,1,0,0.3,0,0.60528,13.4122,-0.103984,-0.000423553,0.00184872,0.835757,0.549096,1.7024,2.61242,-0.0670478,-0.0125167,-0.0448103,-11.6094,0.248,0.306,0.286,0.3
10386,2,1,0,0.3,0,0.606968,13.4148,-0.104051,-0.000434988,0.00184413,0.832556,0.553937,1.6883,2.59636,-0.067,-0.0128939,-0.0447807,-11.6105,0.322,0.238,0.34,0.24
10387,2,1,0,0.3,0,0.608642,13.4174,-0.104118,-0.000446459,0.00183978,0.829327,0.558761,1.67413,2.58046,-0.0669526,-0.0131807,-0.0442286,-11.6119,0.276,0.31,0.284,0.27
10388,2,1,0,0.3,0,0.610302,13.4199,-0.104185,-0.000457636,0.00183546,0.826069,0.563566,1.65989,2.56472,-0.0669059,-0.0130698,-0.0438779,-11.6134,0.282,0.258,0.324,0.276
10389,2,1,0,0.3,0,0.611947,13.4225,-0.104252,-0.000469252,0.00183081,0.822782,0.568354,1.6455,2.54912,-0.0668595,-0.0128192,-0.0464798,-11.6168,0.316,0.27,0.316,0.238
10390,2,1,0,0.3,0,0.613578,13.425,-0.104318,-0.00048183,0.00182476,0.819467,0.573123,1.63084,2.53361,-0.0668132,-0.0113971,-0.0493419,-11.6206,0.25,0.302,0.288,0.298
10391,2,1,0,0.3,0,0.615194,13.4275,-0.104385,-0.000495224,0.00181756,0.816123,0.577876,1.61595,2.5182,-0.0667671,-0.0112559,-0.0517758,-11.6244,0.326,0.248,0.33,0.234
10392,2,1,0,0.3,0,0.616795,13.43,-0.104452,-0.000509316,0.00180984,0.81275,0.58261,1.60086,2.50292,-0.0667215,-0.0110265,-0.0528425,-11.628,0.276,0.314,0.28,0.27
10393,2,1,0,0.3,0,0.618381,13.4325,-0.104519,-0.000523544,0.00180161,0.809349,0.587325,1.58561,2.48779,-0.0666763,-0.0106947,-0.0536182,-11.6314,0.294,0.262,0.32,0.264
10394,2,1,0,0.3,0,0.619951,13.435,-0.104585,-0.000538133,0.00179326,0.805919,0.592022,1.57025,2.47281,-0.0666318,-0.0112565,-0.0540335,-11.6349,0.32,0.284,0.304,0.232
10395,2,1,0,0.3,0,0.621506,13.4375,-0.104652,-0.00055269,0.00178487,0.802461,0.596702,1.55477,2.458,-0.066588,-0.0109392,-0.0538356,-11.6378,0.264,0.3,0.288,0.286
10396,2,1,0,0.3,0,0.623045,13.4399,-0.104718,-0.000567256,0.00177649,0.798975,0.601361,1.53921,2.44335,-0.066545,-0.011604,-0.053835,-11.6404,0.334,0.25,0.33,0.226
10397,2,1,0,0.3,0,0.624568,13.4423,-0.104785,-0.000581805,0.00176842,0.795462,0.606001,1.52357,2.42888,-0.0665027,-0.0117749,-0.053029,-11.6424,0.276,0.31,0.286,0.27
10398,2,1,0,0.3,0,0.626076,13.4447,-0.104851,-0.000595991,0.00176052,0.79192,0.610622,1.50786,2.41459,-0.0664612,-0.0120301,-0.0522383,-11.6437,0.302,0.258,0.322,0.256
10399,2,1,0,0.3,0,0.627568,13.4471,-0.104918,-0.000609687,0.0017536,0.788352,0.615222,1.49216,2.4005,-0.0664206,-0.0133734,-0.0489448,-11.6432,0.316,0.286,0.302,0.234
10400,2,1,0,0.3,0,0.629045,13.4495,-0.104984,-0.000622103,0.00174806,0.784758,0.6198,1.47655,2.38663,-0.066381,-0.0137032,-0.0453206,-11.6422,0.26,0.292,0.298,0.29
10401,2,1,0,0.3,0,0.630506,13.4519,-0.10505,-0.000633482,0.00174374,0.781137,0.624356,1.46098,2.37295,-0.0663424,-0.0148795,-0.0423481,-11.6412,0.324,0.262,0.318,0.236
10402,2,1,0,0.3,0,0.631951,13.4543,-0.105117,-0.000643893,0.00174071,0.77749,0.628892,1.44544,2.35948,-0.0663044,-0.0152953,-0.03903,-11.6399,0.258,0.314,0.282,0.286
10403,2,1,0,0.3,0,0.633381,13.4566,-0.105183,-0.000653139,0.00173867,0.773817,0.633406,1.4299,2.34619,-0.0662672,-0.0157287,-0.0362269,-11.6386,0.294,0.26,0.32,0.266
10404,2,1,0,0.3,0,0.634796,13.4589,-0.105249,-0.000661591,0.00173772,0.770118,0.637898,1.41435,2.33309,-0.0662306,-0.016434,-0.0335359,-11.6374,0.298,0.296,0.296,0.252
10405,2,1,0,0.3,0,0.636194,13.4613,-0.105315,-0.000669033,0.00173755,0.766394,0.642368,1.39877,2.32018,-0.0661945,-0.0161881,-0.0312064,-11.6361,0.252,0.29,0.298,0.3
10406,2,1,0,0.3,0,0.637578,13.4636,-0.105382,-0.000675846,0.00173802,0.762644,0.646815,1.38316,2.30744,-0.066159,-0.0168877,-0.0296306,-11.6351,0.314,0.262,0.32,0.244
10407,2,1,0,0.3,0,0.638945,13.4659,-0.105448,-0.000682128,0.00173906,0.758869,0.651241,1.36752,2.29489,-0.0661238,-0.0166018,-0.0281063,-11.6341,0.248,0.312,0.282,0.296
10408,2,1,0,0.3,0,0.640297,13.4681,-0.105514,-0.00068789,0.00174021,0.755068,0.655644,1.35184,2.28253,-0.0660891,-0.0165726,-0.0277224,-11.6336,0.294,0.258,0.32,0.266
10409,2,1,0,0.3,0,0.641633,13.4704,-0.10558,-0.0006939,0.00174121,0.751241,0.660025,1.33607,2.27033,-0.0660548,-0.0165694,-0.0287121,-11.6343,0.292,0.294,0.296,0.256
10410,2,1,0,0.3,0,0.642953,13.4727,-0.105646,-0.00070011,0.00174157,0.747389,0.664383,1.3202,2.25831,-0.0660208,-0.015868,-0.0300193,-11.6352,0.258,0.286,0.3,0.298
10411,2,1,0,0.3,0,0.644257,13.4749,-0.105712,-0.000706884,0.00174131,0.743512,0.66872,1.30426,2.24648,-0.0659872,-0.0162137,-0.0317494,-11.6365,0.322,0.266,0.316,0.236
10412,2,1,0,0.3,0,0.645546,13.4772,-0.105778,-0.000714211,0.00174044,0.739609,0.673035,1.28825,2.23482,-0.0659541,-0.015678,-0.0333389,-11.6379,0.258,0.306,0.288,0.288
10413,2,1,0,0.3,0,0.646818,13.4794,-0.105844,-0.000722098,0.00173872,0.73568,0.677327,1.27219,2.22335,-0.0659215,-0.0158181,-0.0355018,-11.6396,0.306,0.26,0.318,0.256
10414,2,1,0,0.3,0,0.648074,13.4816,-0.10591,-0.000730885,0.00173638,0.731725,0.681597,1.2561,2.21207,-0.0658895,-0.0160169,-0.0375079,-11.6415,0.292,0.292,0.3,0.256
10415,2,1,0,0.3,0,0.649314,13.4838,-0.105975,-0.000740293,0.0017332,0.727745,0.685845,1.23997,2.20097,-0.065858,-0.0157598,-0.0396659,-11.6433,0.27,0.276,0.308,0.286
10416,2,1,0,0.3,0,0.650538,13.486,-0.106041,-0.000750647,0.00172932,0.723739,0.690071,1.22383,2.19006,-0.0658273,-0.016493,-0.0419119,-11.6453,0.328,0.266,0.318,0.226
10417,2,1,0,0.3,0,0.651745,13.4882,-0.106107,-0.000761768,0.00172476,0.719709,0.694273,1.20766,2.17935,-0.0657973,-0.0161819,-0.0438217,-11.6473,0.264,0.302,0.292,0.284
10418,2,1,0,0.3,0,0.652937,13.4903,-0.106173,-0.000773526,0.00171944,0.715653,0.698453,1.19149,2.16882,-0.065768,-0.0165562,-0.0456774,-11.6493,0.316,0.262,0.318,0.246
10419,2,1,0,0.3,0,0.654112,13.4925,-0.106239,-0.000785914,0.00171373,0.711572,0.70261,1.17532,2.15848,-0.0657395,-0.0166523,-0.0467317,-11.6511,0.294,0.296,0.298,0.252
10420,2,1,0,0.3,0,0.655271,13.4946,-0.106304,-0.000798505,0.0017075,0.707467,0.706744,1.15916,2.14834,-0.0657119,-0.0163976,-0.0477531,-11.6528,0.28,0.278,0.306,0.276
10421,2,1,0,0.3,0,0.656415,13.4968,-0.10637,-0.000811534,0.00170099,0.703337,0.710854,1.14301,2.13838,-0.0656851,-0.0169368,-0.0485858,-11.6545,0.33,0.27,0.316,0.224
10422,2,1,0,0.3,0,0.657541,13.4989,-0.106436,-0.000824704,0.00169419,0.699182,0.714941,1.12686,2.12861,-0.0656591,-0.0163577,-0.0490636,-11.6559,0.264,0.3,0.292,0.284
10423,2,1,0,0.3,0,0.658652,13.501,-0.106501,-0.000837935,0.00168705,0.695004,0.719004,1.11072,2.11904,-0.065634,-0.0165748,-0.0495625,-11.6572,0.318,0.262,0.318,0.242
10424,2,1,0,0.3,0,0.659747,13.5031,-0.106567,-0.000851287,0.00167987,0.690801,0.723043,1.09458,2.10965,-0.0656098,-0.0164951,-0.0494587,-11.6583,0.29,0.294,0.3,0.256
10425,2,1,0,0.3,0,0.660825,13.5052,-0.106633,-0.000864413,0.0016726,0.686574,0.727057,1.07844,2.10046,-0.0655865,-0.0163432,-0.0492484,-11.6591,0.284,0.276,0.306,0.274
10426,2,1,0,0.3,0,0.661887,13.5073,-0.106698,-0.000877531,0.00166552,0.682325,0.731047,1.06231,2.09145,-0.065564,-0.0167765,-0.0487439,-11.6598,0.322,0.276,0.312,0.23
10427,2,1,0,0.3,0,0.662934,13.5094,-0.106764,-0.000890305,0.00165858,0.678051,0.735012,1.04619,2.08264,-0.0655424,-0.0162432,-0.0479491,-11.6602,0.26,0.298,0.292,0.29
10428,2,1,0,0.3,0,0.663964,13.5115,-0.106829,-0.000902772,0.00165181,0.673754,0.738953,1.03007,2.07401,-0.0655217,-0.0166074,-0.0472757,-11.6608,0.318,0.264,0.316,0.24
10429,2,1,0,0.3,0,0.664978,13.5135,-0.106895,-0.000914995,0.00164537,0.669434,0.742869,1.01396,2.06558,-0.0655018,-0.0163513,-0.0462793,-11.6612,0.284,0.296,0.298,0.262
10430,2,1,0,0.3,0,0.665976,13.5156,-0.10696,-0.000926679,0.00163907,0.665092,0.74676,0.997864,2.05734,-0.0654827,-0.0160861,-0.0453727,-11.6615,0.284,0.276,0.306,0.274
10431,2,1,0,0.3,0,0.666957,13.5177,-0.107026,-0.000938069,0.00163312,0.660726,0.750625,0.98178,2.04929,-0.0654645,-0.0162117,-0.0443006,-11.6617,0.314,0.28,0.308,0.236
10432,2,1,0,0.3,0,0.667923,13.5197,-0.107091,-0.000948853,0.00162737,0.656338,0.754465,0.965716,2.04143,-0.0654471,-0.0153657,-0.0431733,-11.6618,0.258,0.298,0.292,0.292
10433,2,1,0,0.3,0,0.668873,13.5217,-0.107156,-0.000959112,0.00162184,0.651928,0.758278,0.949678,2.03376,-0.0654305,-0.015405,-0.0421185,-11.6621,0.32,0.266,0.316,0.238
10434,2,1,0,0.3,0,0.669806,13.5238,-0.107222,-0.000968895,0.00161664,0.647495,0.762067,0.933668,2.02628,-0.0654146,-0.0147964,-0.0409461,-11.6622,0.274,0.296,0.298,0.27
10435,2,1,0,0.3,0,0.670724,13.5258,-0.107287,-0.000978064,0.00161153,0.643041,0.76583,0.917691,2.01899,-0.0653996,-0.0144155,-0.040105,-11.6625,0.284,0.28,0.302,0.274
10436,2,1,0,0.3,0,0.671626,13.5278,-0.107353,-0.000986922,0.00160668,0.638564,0.769567,0.901747,2.01189,-0.0653852,-0.014303,-0.0392292,-11.6628,0.312,0.282,0.306,0.238
10437,2,1,0,0.3,0,0.672512,13.5298,-0.107418,-0.000995218,0.00160187,0.634065,0.773277,0.885839,2.00497,-0.0653717,-0.0134041,-0.038528,-11.6631,0.26,0.296,0.292,0.292
10438,2,1,0,0.3,0,0.673382,13.5318,-0.107483,-0.00100318,0.00159712,0.629545,0.776962,0.869971,1.99824,-0.0653589,-0.0135214,-0.0380262,-11.6636,0.322,0.268,0.314,0.236
10439,2,1,0,0.3,0,0.674236,13.5338,-0.107549,-0.00101091,0.00159248,0.625003,0.78062,0.854144,1.9917,-0.0653468,-0.0130842,-0.0375868,-11.6641,0.272,0.298,0.294,0.274
10440,2,1,0,0.3,0,0.675074,13.5358,-0.107614,-0.0010184,0.00158777,0.62044,0.784252,0.838361,1.98535,-0.0653354,-0.0131342,-0.0374664,-11.6647,0.29,0.278,0.302,0.268
10441,2,1,0,0.3,0,0.675897,13.5377,-0.107679,-0.00102597,0.00158318,0.615856,0.787857,0.822622,1.97918,-0.0653247,-0.0134289,-0.0372803,-11.6653,0.306,0.282,0.308,0.244
10442,2,1,0,0.3,0,0.676704,13.5397,-0.107745,-0.0010334,0.00157853,0.61125,0.791435,0.806931,1.9732,-0.0653148,-0.0131247,-0.037316,-11.6658,0.26,0.296,0.29,0.294
10443,2,1,0,0.3,0,0.677495,13.5417,-0.10781,-0.00104091,0.00157382,0.606624,0.794987,0.79129,1.9674,-0.0653056,-0.0136439,-0.0374896,-11.6665,0.32,0.27,0.314,0.236
10444,2,1,0,0.3,0,0.678271,13.5436,-0.107875,-0.00104852,0.00156903,0.601976,0.798512,0.775702,1.96178,-0.0652971,-0.013452,-0.0377528,-11.6672,0.266,0.298,0.294,0.282
10445,2,1,0,0.3,0,0.679031,13.5456,-0.107941,-0.00105622,0.00156402,0.597308,0.80201,0.760169,1.95635,-0.0652893,-0.0138427,-0.03829,-11.6681,0.294,0.278,0.302,0.264
10446,2,1,0,0.3,0,0.679776,13.5476,-0.108006,-0.00106429,0.00155892,0.592619,0.80548,0.744691,1.95111,-0.0652823,-0.0142686,-0.0388294,-11.669,0.304,0.284,0.308,0.246
10447,2,1,0,0.3,0,0.680505,13.5495,-0.108071,-0.00107253,0.00155349,0.58791,0.808924,0.729271,1.94604,-0.065276,-0.0142751,-0.0396721,-11.6701,0.266,0.292,0.294,0.29
10448,2,1,0,0.3,0,0.681219,13.5514,-0.108136,-0.00108124,0.0015478,0.58318,0.812341,0.713912,1.94116,-0.0652705,-0.0151083,-0.0406097,-11.6714,0.324,0.268,0.316,0.232
10449,2,1,0,0.3,0,0.681917,13.5534,-0.108202,-0.00109036,0.00154178,0.578429,0.81573,0.698616,1.93646,-0.0652658,-0.0151739,-0.0416737,-11.6727,0.268,0.294,0.296,0.28
10450,2,1,0,0.3,0,0.682601,13.5553,-0.108267,-0.0010999,0.00153532,0.573659,0.819092,0.683385,1.93194,-0.0652619,-0.0158618,-0.0428453,-11.6742,0.304,0.276,0.306,0.254
10451,2,1,0,0.3,0,0.683269,13.5572,-0.108332,-0.00111004,0.00152861,0.568868,0.822426,0.668231,1.92759,-0.0652586,-0.0164064,-0.0438607,-11.6756,0.306,0.282,0.31,0.242
10452,2,1,0,0.3,0,0.683922,13.5592,-0.108397,-0.00112051,0.00152145,0.564058,0.825733,0.653158,1.9234,-0.0652561,-0.016592,-0.0449748,-11.6769,0.274,0.29,0.294,0.282
10453,2,1,0,0.3,0,0.68456,13.5611,-0.108463,-0.00113149,0.00151399,0.559227,0.829012,0.638168,1.91939,-0.0652543,-0.0174004,-0.0458672,-11.6782,0.328,0.27,0.314,0.226
10454,2,1,0,0.3,0,0.685184,13.563,-0.108528,-0.00114279,0.00150626,0.554377,0.832264,0.623261,1.91555,-0.0652533,-0.0174011,-0.0465883,-11.6792,0.27,0.294,0.296,0.28
10455,2,1,0,0.3,0,0.685792,13.5649,-0.108593,-0.00115433,0.0014983,0.549508,0.835487,0.60844,1.91187,-0.065253,-0.0179966,-0.0470587,-11.68,0.308,0.274,0.308,0.25
10456,2,1,0,0.3,0,0.686386,13.5668,-0.108658,-0.00116613,0.00149032,0.54462,0.838681,0.593706,1.90836,-0.0652534,-0.0182054,-0.0472373,-11.6804,0.3,0.284,0.308,0.25
10457,2,1,0,0.3,0,0.686965,13.5687,-0.108724,-0.00117789,0.00148219,0.539713,0.841847,0.57906,1.90501,-0.0652546,-0.0181642,-0.0473665,-11.6806,0.278,0.292,0.292,0.278
10458,2,1,0,0.3,0,0.687529,13.5706,-0.108789,-0.00118974,0.00147412,0.534787,0.844985,0.564506,1.90183,-0.0652566,-0.0185827,-0.047191,-11.6807,0.328,0.27,0.318,0.226
10459,2,1,0,0.3,0,0.688079,13.5725,-0.108854,-0.00120146,0.00146607,0.529844,0.848093,0.550044,1.8988,-0.0652594,-0.018164,-0.0469752,-11.6806,0.268,0.298,0.294,0.282
10460,2,1,0,0.3,0,0.688615,13.5744,-0.10892,-0.00121298,0.00145803,0.524882,0.851173,0.535676,1.89594,-0.0652629,-0.0182316,-0.0466412,-11.6803,0.31,0.276,0.308,0.246
10461,2,1,0,0.3,0,0.689136,13.5763,-0.108985,-0.0012243,0.00145009,0.519903,0.854223,0.521403,1.89324,-0.0652671,-0.0177338,-0.0461714,-11.6797,0.292,0.284,0.308,0.254
10462,2,1,0,0.3,0,0.689644,13.5782,-0.10905,-0.00123512,0.00144207,0.514906,0.857244,0.507228,1.8907,-0.0652721,-0.0169899,-0.045774,-11.679,0.28,0.29,0.294,0.276
10463,2,1,0,0.3,0,0.690137,13.5801,-0.109115,-0.00124558,0.00143409,0.509892,0.860236,0.493152,1.88832,-0.0652778,-0.0165002,-0.0452215,-11.6781,0.32,0.27,0.318,0.232
10464,2,1,0,0.3,0,0.690616,13.582,-0.109181,-0.00125546,0.00142606,0.504861,0.863198,0.479178,1.88609,-0.0652843,-0.0153779,-0.0447276,-11.6771,0.26,0.298,0.292,0.292
10465,2,1,0,0.3,0,0.691081,13.5839,-0.109246,-0.00126483,0.00141801,0.499813,0.866131,0.465305,1.88402,-0.0652914,-0.0149321,-0.0441242,-11.6761,0.312,0.274,0.308,0.246
10466,2,1,0,0.3,0,0.691533,13.5857,-0.109311,-0.00127376,0.00141005,0.494749,0.869034,0.451536,1.88211,-0.0652993,-0.0140831,-0.0434915,-11.675,0.286,0.286,0.306,0.262
10467,2,1,0,0.3,0,0.691971,13.5876,-0.109376,-0.00128212,0.00140206,0.489668,0.871907,0.437873,1.88034,-0.0653078,-0.0134817,-0.0429615,-11.6741,0.28,0.286,0.296,0.276
10468,2,1,0,0.3,0,0.692395,13.5895,-0.109442,-0.00129021,0.00139425,0.484572,0.87475,0.424317,1.87873,-0.0653169,-0.0133357,-0.0423361,-11.6732,0.316,0.27,0.318,0.236
10469,2,1,0,0.3,0,0.692806,13.5914,-0.109507,-0.00129792,0.00138648,0.479458,0.877563,0.410869,1.87727,-0.0653267,-0.0126845,-0.0419534,-11.6724,0.262,0.296,0.292,0.29
10470,2,1,0,0.3,0,0.693203,13.5933,-0.109572,-0.00130537,0.00137875,0.474328,0.880346,0.39753,1.87596,-0.0653372,-0.0127152,-0.0415397,-11.6719,0.314,0.27,0.312,0.242
10471,2,1,0,0.3,0,0.693588,13.5951,-0.109638,-0.00131261,0.00137112,0.469183,0.883099,0.384302,1.8748,-0.0653482,-0.0122432,-0.0412318,-11.6714,0.28,0.284,0.306,0.268
10472,2,1,0,0.3,0,0.693959,13.597,-0.109703,-0.00131955,0.00136343,0.464022,0.885822,0.371188,1.87378,-0.0653599,-0.0120459,-0.040974,-11.6712,0.282,0.284,0.298,0.274
10473,2,1,0,0.3,0,0.694317,13.5989,-0.109769,-0.0013264,0.00135589,0.458844,0.888515,0.358188,1.87291,-0.0653722,-0.0121217,-0.0405401,-11.6711,0.31,0.27,0.318,0.24
10474,2,1,0,0.3,0,0.694662,13.6008,-0.109834,-0.00133301,0.00134839,0.453652,0.891177,0.345303,1.87218,-0.065385,-0.011761,-0.0402636,-11.6712,0.26,0.3,0.286,0.292
10475,2,1,0,0.3,0,0.694995,13.6026,-0.109899,-0.0013395,0.00134099,0.448443,0.893809,0.332535,1.8716,-0.0653985,-0.0120116,-0.0398813,-11.6716,0.316,0.27,0.314,0.24
10476,2,1,0,0.3,0,0.695315,13.6045,-0.109965,-0.00134588,0.00133371,0.443219,0.896411,0.319886,1.87116,-0.0654126,-0.0117562,-0.039618,-11.6722,0.276,0.288,0.302,0.274
10477,2,1,0,0.3,0,0.695622,13.6064,-0.11003,-0.0013521,0.00132643,0.43798,0.898983,0.307358,1.87086,-0.0654272,-0.0118946,-0.0394302,-11.673,0.29,0.286,0.296,0.268
10478,2,1,0,0.3,0,0.695917,13.6082,-0.110096,-0.00135838,0.00131929,0.432726,0.901524,0.294952,1.8707,-0.0654424,-0.0121197,-0.03925,-11.674,0.31,0.274,0.316,0.24
10479,2,1,0,0.3,0,0.6962,13.6101,-0.110161,-0.00136457,0.00131208,0.427456,0.904034,0.28267,1.87068,-0.0654582,-0.0120267,-0.0393268,-11.6751,0.262,0.3,0.286,0.292
10480,2,1,0,0.3,0,0.69647,13.612,-0.110227,-0.00137085,0.00130487,0.422171,0.906514,0.270513,1.87079,-0.0654746,-0.0124751,-0.039367,-11.6764,0.32,0.27,0.314,0.236
10481,2,1,0,0.3,0,0.696729,13.6139,-0.110292,-0.00137719,0.00129758,0.416872,0.908963,0.258483,1.87103,-0.0654915,-0.0123715,-0.039599,-11.6776,0.276,0.29,0.3,0.274
10482,2,1,0,0.3,0,0.696975,13.6157,-0.110358,-0.00138356,0.00129014,0.411557,0.911382,0.246581,1.87141,-0.065509,-0.0127494,-0.0398539,-11.6789,0.298,0.284,0.298,0.26
10483,2,1,0,0.3,0,0.69721,13.6176,-0.110423,-0.00139018,0.00128267,0.406228,0.91377,0.234808,1.87192,-0.0655271,-0.0131901,-0.0401014,-11.6801,0.306,0.278,0.312,0.244
