frame,time,rc0,rc1,rc2,rc4,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,vel_x,vel_y,vel_z,angvel_x,angvel_y,angvel_z,motorOut_1,motorOut_2,motorOut_3,motorOut_4
8611,0,0,0,0.3,0,0.0020857,2.7029,-0.00467308,-0.00158675,0.000765366,-0.000780445,0.999998,0.00978676,2.95893,-0.0214099,0.002851,-0.00208615,-0.00176767,0.394,0.218,0.364,0.162
8612,0,0,0,0.3,0,0.00209552,2.70586,-0.00469454,-0.00158536,0.000764326,-0.000781313,0.999998,0.00981054,2.96464,-0.0214582,0.00274919,-0.00226065,-0.00173926,0.212,0.332,0.26,0.336
8613,0,0,0,0.3,0,0.00210535,2.70883,-0.00471605,-0.00158424,0.000763162,-0.00078224,0.999998,0.00983433,2.97036,-0.0215064,0.00169067,-0.00215999,-0.00192601,0.35,0.266,0.314,0.21
8614,0,0,0,0.3,0,0.00211521,2.71181,-0.0047376,-0.00158361,0.000762252,-0.000783177,0.999998,0.00985814,2.97607,-0.0215545,0.00113994,-0.00175153,-0.00179567,0.288,0.268,0.324,0.26
8615,0,0,0,0.3,0,0.00212509,2.71479,-0.00475921,-0.00158316,0.000761281,-0.000784073,0.999998,0.00988198,2.98177,-0.0216027,0.000514512,-0.00198533,-0.00182878,0.254,0.332,0.252,0.3
8616,0,0,0,0.3,0,0.002135,2.71778,-0.00478086,-0.0015832,0.000760491,-0.00078499,0.999998,0.00990584,2.98747,-0.0216508,-0.000370116,-0.00127271,-0.00177856,0.374,0.22,0.364,0.18
8617,0,0,0,0.3,0,0.00214493,2.72077,-0.00480256,-0.00158338,0.000759827,-0.000785855,0.999998,0.00992972,2.99318,-0.0216989,-0.000424847,-0.00148451,-0.0017482,0.202,0.352,0.238,0.346
8618,0,0,0,0.3,0,0.00215488,2.72377,-0.0048243,-0.00158384,0.00075916,-0.000786787,0.999998,0.00995362,2.99887,-0.0217469,-0.0013134,-0.00101996,-0.00191347,0.388,0.236,0.344,0.172
8619,0,0,0,0.3,0,0.00216486,2.72677,-0.0048461,-0.00158452,0.000758789,-0.000787727,0.999998,0.00997754,3.00456,-0.021795,-0.00124969,-0.000747155,-0.0018551,0.242,0.31,0.282,0.306
8620,0,0,0,0.3,0,0.00217486,2.72978,-0.00486794,-0.00158522,0.000758373,-0.000788696,0.999998,0.0100015,3.01025,-0.0218431,-0.00171009,-0.000724357,-0.00200604,0.308,0.304,0.276,0.25
8621,0,0,0,0.3,0,0.00218488,2.7328,-0.00488983,-0.00158621,0.000758224,-0.000789668,0.999998,0.0100255,3.01594,-0.0218912,-0.00199946,-8.43707e-05,-0.00182174,0.33,0.238,0.35,0.222
8622,0,0,0,0.3,0,0.00219493,2.73582,-0.00491177,-0.00158716,0.0007581,-0.000790497,0.999998,0.0100495,3.02163,-0.0219394,-0.0019733,-0.000376261,-0.00154875,0.222,0.348,0.24,0.33
8623,0,0,0,0.3,0,0.00220501,2.73885,-0.00493376,-0.00158836,0.000758068,-0.000791159,0.999998,0.0100735,3.02731,-0.0219875,-0.0026518,0.000287935,-0.00105933,0.394,0.214,0.368,0.162
8624,0,0,0,0.3,0,0.0022151,2.74188,-0.00495579,-0.00158962,0.000758257,-0.000791479,0.999998,0.0100975,3.03298,-0.0220357,-0.00239926,0.000265049,-0.000351943,0.206,0.338,0.254,0.342
8625,0,0,0,0.3,0,0.00222522,2.74492,-0.00497788,-0.00159095,0.000758393,-0.000791534,0.999998,0.0101215,3.03866,-0.0220839,-0.00296932,0.000494096,9.1735e-05,0.354,0.264,0.318,0.204
8626,0,0,0,0.3,0,0.00223537,2.74796,-0.00500001,-0.00159246,0.000758789,-0.000791307,0.999998,0.0101455,3.04433,-0.0221321,-0.00282303,0.000819809,0.000746727,0.28,0.272,0.318,0.268
8627,0,0,0,0.3,0,0.00224554,2.75101,-0.00502219,-0.00159381,0.00075906,-0.000790816,0.999998,0.0101695,3.04999,-0.0221803,-0.00280562,0.00044962,0.00111564,0.264,0.33,0.254,0.292
8628,0,0,0,0.3,0,0.00225573,2.75407,-0.00504442,-0.00159534,0.000759424,-0.000790153,0.999998,0.0101934,3.05566,-0.0222286,-0.00306406,0.000924355,0.00154148,0.366,0.224,0.362,0.188
8629,0,0,0,0.3,0,0.00226595,2.75713,-0.0050667,-0.00159672,0.000759775,-0.000789265,0.999998,0.0102174,3.06132,-0.0222769,-0.00262148,0.000446102,0.00189852,0.204,0.354,0.236,0.346
8630,0,0,0,0.3,0,0.00227619,2.7602,-0.00508902,-0.00159815,0.000760022,-0.000788267,0.999998,0.0102413,3.06697,-0.0223253,-0.00304776,0.000729462,0.00212731,0.39,0.23,0.352,0.17
8631,0,0,0,0.3,0,0.00228646,2.76327,-0.00511139,-0.00159958,0.000760435,-0.000787063,0.999998,0.0102651,3.07263,-0.0223737,-0.00260035,0.000697869,0.00261974,0.232,0.31,0.284,0.314
8632,0,0,0,0.3,0,0.00229675,2.76635,-0.00513382,-0.0016009,0.000760684,-0.000785675,0.999998,0.0102889,3.07828,-0.0224221,-0.00283464,0.000551589,0.00289542,0.314,0.292,0.29,0.244
8633,0,0,0,0.3,0,0.00230706,2.76943,-0.00515629,-0.00160238,0.000761107,-0.000784092,0.999998,0.0103127,3.08393,-0.0224705,-0.00285162,0.000934608,0.0034199,0.32,0.244,0.346,0.23
8634,0,0,0,0.3,0,0.0023174,2.77252,-0.00517881,-0.0016037,0.000761379,-0.000782266,0.999998,0.0103364,3.08957,-0.022519,-0.00260868,0.000263851,0.00377225,0.224,0.346,0.242,0.326
8635,0,0,0,0.3,0,0.00232776,2.77562,-0.00520137,-0.00160512,0.000761564,-0.000780321,0.999998,0.01036,3.09522,-0.0225674,-0.00291515,0.000539587,0.00402333,0.388,0.214,0.37,0.166
8636,0,0,0,0.3,0,0.00233814,2.77872,-0.00522399,-0.0016064,0.000761716,-0.000778239,0.999998,0.0103836,3.10086,-0.022616,-0.00226168,-5.14953e-05,0.00420526,0.202,0.34,0.254,0.344
8637,0,0,0,0.3,0,0.00234855,2.78183,-0.00524665,-0.00160757,0.000761546,-0.0007762,0.999998,0.0104071,3.10649,-0.0226645,-0.00247314,-0.000352679,0.00397467,0.36,0.252,0.328,0.198
8638,0,0,0,0.3,0,0.00235898,2.78494,-0.00526937,-0.00160872,0.000761337,-0.000774253,0.999998,0.0104305,3.11213,-0.0227131,-0.0019712,-0.00065606,0.00382374,0.268,0.28,0.314,0.278
8639,0,0,0,0.3,0,0.00236943,2.78806,-0.00529213,-0.00160957,0.000760746,-0.000772481,0.999998,0.0104538,3.11776,-0.0227617,-0.00168791,-0.00143061,0.00326848,0.272,0.324,0.262,0.284
8640,0,0,0,0.3,0,0.00237991,2.79118,-0.00531494,-0.00161043,0.000760076,-0.000771031,0.999998,0.0104771,3.12338,-0.0228102,-0.00154395,-0.00130503,0.00264297,0.362,0.224,0.364,0.19
8641,0,0,0,0.3,0,0.00239041,2.79431,-0.0053378,-0.00161095,0.000759208,-0.000769935,0.999998,0.0105003,3.129,-0.0228589,-0.00077247,-0.0021339,0.00176862,0.208,0.354,0.236,0.34
8642,0,0,0,0.3,0,0.00240093,2.79744,-0.0053607,-0.00161136,0.000758087,-0.000769372,0.999998,0.0105235,3.13463,-0.0229075,-0.000826839,-0.00215455,0.000674053,0.396,0.228,0.352,0.162
8643,0,0,0,0.3,0,0.00241148,2.80058,-0.00538366,-0.00161154,0.000756957,-0.000769286,0.999998,0.0105467,3.14024,-0.0229561,0.000120306,-0.00254661,-0.000226565,0.228,0.322,0.272,0.32
8644,0,0,0,0.3,0,0.00242205,2.80373,-0.00540667,-0.00161134,0.000755534,-0.000769709,0.999998,0.0105699,3.14586,-0.0230046,0.000463166,-0.00285371,-0.00130555,0.324,0.292,0.288,0.234
8645,0,0,0,0.3,0,0.00243264,2.80688,-0.00542972,-0.00161096,0.000754249,-0.000770562,0.999998,0.0105931,3.15147,-0.0230532,0.00119626,-0.00249564,-0.00193299,0.314,0.254,0.336,0.236
8646,0,0,0,0.3,0,0.00244326,2.81004,-0.00545282,-0.00161005,0.000752867,-0.000771669,0.999998,0.0106163,3.15708,-0.0231017,0.00208957,-0.00293072,-0.00243691,0.232,0.346,0.24,0.32
8647,0,0,0,0.3,0,0.0024539,2.8132,-0.00547597,-0.00160896,0.000751559,-0.000772972,0.999998,0.0106396,3.16268,-0.0231502,0.00236748,-0.00230977,-0.00263745,0.386,0.22,0.364,0.17
8648,0,0,0,0.3,0,0.00246456,2.81637,-0.00549917,-0.00160747,0.000750409,-0.000774259,0.999998,0.0106629,3.16828,-0.0231986,0.00343412,-0.00246222,-0.00254143,0.198,0.35,0.242,0.35
8649,0,0,0,0.3,0,0.00247525,2.81954,-0.00552242,-0.00160571,0.000749223,-0.000775534,0.999998,0.0106862,3.17388,-0.023247,0.00346075,-0.00209118,-0.00251122,0.37,0.25,0.33,0.19
8650,0,0,0,0.3,0,0.00248596,2.82272,-0.00554571,-0.00160385,0.000748345,-0.000776682,0.999998,0.0107096,3.17948,-0.0232953,0.00404902,-0.00171417,-0.00210485,0.264,0.288,0.304,0.284
8651,0,0,0,0.3,0,0.00249669,2.82591,-0.00556906,-0.00160176,0.000747421,-0.000777657,0.999998,0.0107329,3.18507,-0.0233435,0.00404444,-0.00181219,-0.001859,0.28,0.318,0.264,0.276
8652,0,0,0,0.3,0,0.00250744,2.8291,-0.00559245,-0.00159987,0.00074674,-0.000778482,0.999998,0.0107563,3.19066,-0.0233916,0.00377044,-0.00108243,-0.00143458,0.352,0.228,0.36,0.2
8653,0,0,0,0.3,0,0.00251822,2.83229,-0.00561589,-0.00159789,0.000746159,-0.000779077,0.999998,0.0107798,3.19624,-0.0234397,0.00396485,-0.00128873,-0.00105651,0.21,0.354,0.234,0.34
8654,0,0,0,0.3,0,0.00252903,2.83549,-0.00563937,-0.0015961,0.000745639,-0.000779533,0.999998,0.0108032,3.20182,-0.0234876,0.00331734,-0.000716311,-0.000753463,0.396,0.224,0.356,0.162
8655,0,0,0,0.3,0,0.00253985,2.8387,-0.00566291,-0.00159438,0.000745354,-0.000779771,0.999998,0.0108266,3.2074,-0.0235356,0.00361174,-0.000662221,-0.000295216,0.218,0.326,0.266,0.33
8656,0,0,0,0.3,0,0.0025507,2.84192,-0.00568649,-0.00159266,0.000745018,-0.000779862,0.999998,0.01085,3.21298,-0.0235834,0.00315922,-0.000456967,-8.80892e-05,0.33,0.282,0.298,0.23
8657,0,0,0,0.3,0,0.00256158,2.84513,-0.00571012,-0.00159115,0.000745009,-0.000779763,0.999998,0.0108735,3.21855,-0.0236312,0.00310709,0.000138791,0.000465612,0.3,0.256,0.334,0.248
8658,0,0,0,0.3,0,0.00257248,2.84836,-0.0057338,-0.00158956,0.000744986,-0.000779389,0.999998,0.0108969,3.22412,-0.0236789,0.00304663,-0.000136283,0.000920659,0.24,0.34,0.248,0.314
8659,0,0,0,0.3,0,0.0025834,2.85159,-0.00575753,-0.00158826,0.000745094,-0.000778798,0.999998,0.0109203,3.22969,-0.0237265,0.00236616,0.000518981,0.00143214,0.384,0.216,0.37,0.172
8660,0,0,0,0.3,0,0.00259434,2.85482,-0.0057813,-0.00158706,0.000745314,-0.000777933,0.999998,0.0109436,3.23526,-0.0237741,0.00239225,0.000217447,0.00188143,0.202,0.348,0.244,0.346
8661,0,0,0,0.3,0,0.00260531,2.85806,-0.00580513,-0.00158611,0.000745387,-0.000776967,0.999998,0.0109669,3.24082,-0.0238217,0.00145669,0.00028772,0.00197888,0.376,0.246,0.334,0.182
8662,0,0,0,0.3,0,0.0026163,2.86131,-0.005829,-0.00158546,0.000745577,-0.000775907,0.999998,0.0109902,3.24638,-0.0238692,0.00136178,0.00023648,0.00221734,0.25,0.294,0.298,0.296
8663,0,0,0,0.3,0,0.00262731,2.86456,-0.00585291,-0.00158485,0.000745517,-0.000774804,0.999998,0.0110135,3.25193,-0.0239167,0.000926354,-0.000220048,0.00216681,0.286,0.312,0.272,0.27
8664,0,0,0,0.3,0,0.00263835,2.86782,-0.00587688,-0.00158456,0.000745527,-0.000773693,0.999998,0.0110367,3.25748,-0.0239641,0.000510546,0.000126502,0.00231239,0.344,0.234,0.354,0.206
8665,0,0,0,0.3,0,0.00264941,2.87108,-0.00590089,-0.00158426,0.000745426,-0.000772508,0.999998,0.0110598,3.26303,-0.0240115,0.000512729,-0.000464533,0.00235041,0.214,0.35,0.238,0.336
8666,0,0,0,0.3,0,0.00266049,2.87435,-0.00592495,-0.00158425,0.00074525,-0.000771376,0.999998,0.0110829,3.26858,-0.0240589,-0.000301067,-0.000115241,0.00223785,0.394,0.218,0.364,0.162
8667,0,0,0,0.3,0,0.00267159,2.87763,-0.00594905,-0.00158439,0.000745192,-0.00077025,0.999998,0.011106,3.27412,-0.0241063,-0.000190124,-0.000298766,0.00223108,0.214,0.33,0.262,0.334
8668,0,0,0,0.3,0,0.00268272,2.88091,-0.00597321,-0.00158464,0.000744977,-0.000769215,0.999998,0.011129,3.27966,-0.0241537,-0.000843989,-0.000297445,0.00194678,0.34,0.276,0.306,0.22
8669,0,0,0,0.3,0,0.00269388,2.88419,-0.00599741,-0.00158514,0.000744974,-0.000768267,0.999998,0.011152,3.2852,-0.0242011,-0.000917414,3.98539e-05,0.00188228,0.294,0.264,0.326,0.254
8670,0,0,0,0.3,0,0.00270505,2.88748,-0.00602166,-0.00158556,0.000744853,-0.000767392,0.999998,0.011175,3.29073,-0.0242485,-0.000964889,-0.000375372,0.00160437,0.246,0.338,0.246,0.308
8671,0,0,0,0.3,0,0.00271625,2.89078,-0.00604595,-0.00158622,0.000744811,-0.000766666,0.999998,0.0111979,3.29626,-0.0242958,-0.00143903,0.000178243,0.00139542,0.378,0.218,0.368,0.178
8672,0,0,0,0.3,0,0.00272747,2.89408,-0.0060703,-0.00158685,0.000744837,-0.000766008,0.999998,0.0112208,3.30179,-0.0243432,-0.00116853,-0.000172596,0.00120407,0.202,0.35,0.24,0.346
8673,0,0,0,0.3,0,0.00273871,2.89739,-0.00609469,-0.00158762,0.000744778,-0.000765517,0.999998,0.0112437,3.30731,-0.0243906,-0.00188002,0.00011522,0.000850643,0.382,0.236,0.346,0.178
8674,0,0,0,0.3,0,0.00274998,2.9007,-0.00611912,-0.00158858,0.000744912,-0.00076512,0.999998,0.0112665,3.31283,-0.024438,-0.00178589,0.000180666,0.000748662,0.246,0.298,0.294,0.3
8675,0,0,0,0.3,0,0.00276127,2.90402,-0.00614361,-0.00158954,0.000744882,-0.000764841,0.999998,0.0112893,3.31835,-0.0244854,-0.00219426,-6.57532e-05,0.000391018,0.302,0.306,0.276,0.256
8676,0,0,0,0.3,0,0.00277258,2.90734,-0.00616814,-0.00159077,0.000744994,-0.000764718,0.999998,0.0113121,3.32386,-0.0245328,-0.00247266,0.000343521,0.000168135,0.34,0.238,0.352,0.212
8677,0,0,0,0.3,0,0.00278392,2.91067,-0.00619272,-0.00159191,0.000745013,-0.000764731,0.999998,0.0113349,3.32937,-0.0245803,-0.0022648,-0.000197352,-0.000238176,0.22,0.35,0.238,0.332
8678,0,0,0,0.3,0,0.00279527,2.91401,-0.00621735,-0.00159318,0.000745012,-0.000764987,0.999998,0.0113577,3.33488,-0.0246278,-0.0026443,0.000269402,-0.000651499,0.398,0.216,0.368,0.16
8679,0,0,0,0.3,0,0.00280665,2.91735,-0.00624203,-0.00159432,0.000745154,-0.000765356,0.999998,0.0113806,3.34038,-0.0246753,-0.00194699,0.000105048,-0.000826244,0.212,0.334,0.258,0.334
8680,0,0,0,0.3,0,0.00281806,2.92069,-0.00626675,-0.00159527,0.000745165,-0.000765873,0.999998,0.0114034,3.34589,-0.0247228,-0.00195512,0.000182472,-0.00117494,0.352,0.268,0.31,0.208
8681,0,0,0,0.3,0,0.00282948,2.92404,-0.00629152,-0.0015961,0.0007454,-0.000766478,0.999998,0.0114262,3.35139,-0.0247703,-0.00123023,0.000485778,-0.00120418,0.286,0.274,0.316,0.262
8682,0,0,0,0.3,0,0.00284093,2.9274,-0.00631634,-0.00159645,0.000745509,-0.000767115,0.999998,0.011449,3.35688,-0.0248179,-0.00046408,0.000145633,-0.00135799,0.256,0.336,0.25,0.3
8683,0,0,0,0.3,0,0.0028524,2.93076,-0.0063412,-0.00159659,0.000745775,-0.000767797,0.999998,0.0114719,3.36237,-0.0248654,4.52685e-05,0.000817963,-0.00129279,0.37,0.222,0.364,0.184
8684,0,0,0,0.3,0,0.0028639,2.93413,-0.00636612,-0.00159621,0.000746128,-0.000768371,0.999998,0.0114947,3.36786,-0.0249129,0.00121982,0.000511797,-0.00106744,0.202,0.352,0.238,0.348
8685,0,0,0,0.3,0,0.00287542,2.9375,-0.00639108,-0.00159555,0.000746437,-0.000768859,0.999998,0.0115176,3.37335,-0.0249604,0.00136464,0.000864233,-0.000855091,0.386,0.232,0.348,0.174
8686,0,0,0,0.3,0,0.00288696,2.94088,-0.00641608,-0.00159465,0.000746934,-0.000769142,0.999998,0.0115405,3.37883,-0.0250079,0.00223111,0.000877323,-0.000351541,0.234,0.312,0.282,0.314
8687,0,0,0,0.3,0,0.00289852,2.94427,-0.00644114,-0.00159343,0.000747274,-0.000769241,0.999998,0.0115633,3.38431,-0.0250552,0.0024011,0.000718679,-0.000107557,0.302,0.302,0.28,0.254
8688,0,0,0,0.3,0,0.00291011,2.94766,-0.00646624,-0.00159221,0.000747812,-0.000769192,0.999998,0.0115862,3.38979,-0.0251026,0.00266238,0.0012166,0.00028747,0.324,0.242,0.346,0.226
8689,0,0,0,0.3,0,0.00292172,2.95105,-0.00649139,-0.00159071,0.000748275,-0.000768967,0.999998,0.0116091,3.39526,-0.0251499,0.00307083,0.000706675,0.000506784,0.222,0.348,0.24,0.33
8690,0,0,0,0.3,0,0.00293335,2.95445,-0.00651659,-0.00158933,0.000748714,-0.000768685,0.999998,0.0116319,3.40073,-0.0251971,0.00259539,0.00110279,0.000646613,0.392,0.216,0.368,0.166
8691,0,0,0,0.3,0,0.002945,2.95786,-0.00654183,-0.00158797,0.000749212,-0.000768302,0.999998,0.0116547,3.4062,-0.0252443,0.00282611,0.000728208,0.00078964,0.204,0.338,0.254,0.342
8692,0,0,0,0.3,0,0.00295668,2.96127,-0.00656712,-0.00158674,0.000749505,-0.000767971,0.999998,0.0116775,3.41166,-0.0252914,0.002051,0.000702261,0.000558672,0.36,0.262,0.32,0.2
8693,0,0,0,0.3,0,0.00296838,2.96469,-0.00659246,-0.00158582,0.000749936,-0.000767715,0.999998,0.0117003,3.41712,-0.0253384,0.00185125,0.000767124,0.000472798,0.278,0.276,0.316,0.272
8694,0,0,0,0.3,0,0.0029801,2.96811,-0.00661785,-0.00158496,0.000750119,-0.000767576,0.999998,0.0117231,3.42258,-0.0253854,0.00143858,0.000153445,7.50198e-05,0.264,0.326,0.258,0.292
8695,0,0,0,0.3,0,0.00299185,2.97154,-0.00664328,-0.00158447,0.000750295,-0.000767638,0.999998,0.0117459,3.42803,-0.0254324,0.000811267,0.000499537,-0.000224994,0.362,0.226,0.36,0.192
8696,0,0,0,0.3,0,0.00300362,2.97497,-0.00666876,-0.00158402,0.000750435,-0.000767824,0.999998,0.0117686,3.43348,-0.0254794,0.000881699,2.23849e-05,-0.000545164,0.206,0.356,0.234,0.344
8697,0,0,0,0.3,0,0.00301541,2.97841,-0.00669429,-0.0015838,0.000750504,-0.000768245,0.999998,0.0117914,3.43893,-0.0255263,9.98128e-05,0.000411816,-0.00103856,0.394,0.226,0.354,0.166
8698,0,0,0,0.3,0,0.00302722,2.98186,-0.00671986,-0.00158376,0.00075079,-0.000768851,0.999998,0.0118142,3.44437,-0.0255732,0.00017468,0.000479097,-0.00136135,0.232,0.312,0.278,0.316
8699,0,0,0,0.3,0,0.00303906,2.98531,-0.00674548,-0.0015838,0.000750997,-0.00076968,0.999998,0.0118369,3.44982,-0.0256201,-0.000451962,0.000567201,-0.00188415,0.318,0.294,0.286,0.24
8700,0,0,0,0.3,0,0.00305092,2.98876,-0.00677115,-0.00158418,0.000751512,-0.000770692,0.999998,0.0118598,3.45526,-0.025667,-0.000768981,0.0012577,-0.00208543,0.322,0.25,0.338,0.23
8701,0,0,0,0.3,0,0.0030628,2.99222,-0.00679686,-0.00158452,0.000752095,-0.000771802,0.999998,0.0118826,3.46069,-0.0257139,-0.000787255,0.00111971,-0.00237031,0.232,0.346,0.24,0.322
8702,0,0,0,0.3,0,0.00307471,2.99569,-0.00682262,-0.00158511,0.000752864,-0.000773058,0.999998,0.0119055,3.46613,-0.0257607,-0.00135305,0.00192854,-0.0025529,0.388,0.216,0.366,0.168
8703,0,0,0,0.3,0,0.00308664,2.99916,-0.00684843,-0.00158569,0.00075389,-0.000774313,0.999998,0.0119284,3.47156,-0.0258076,-0.00101403,0.00197246,-0.0025045,0.204,0.342,0.25,0.344
8704,0,0,0,0.3,0,0.00309859,3.00264,-0.00687428,-0.00158632,0.000754943,-0.000775587,0.999998,0.0119513,3.47699,-0.0258545,-0.00155051,0.002409,-0.00255162,0.366,0.25,0.33,0.192
8705,0,0,0,0.3,0,0.00311056,3.00612,-0.00690018,-0.0015871,0.000756323,-0.000776787,0.999998,0.0119743,3.48241,-0.0259014,-0.00138796,0.00279379,-0.00227352,0.268,0.282,0.312,0.28
8706,0,0,0,0.3,0,0.00312256,3.00961,-0.00692613,-0.00158777,0.000757601,-0.000777899,0.999998,0.0119972,3.48783,-0.0259483,-0.00149935,0.00248362,-0.00223318,0.278,0.32,0.264,0.276
8707,0,0,0,0.3,0,0.00313458,3.0131,-0.00695213,-0.00158863,0.00075898,-0.00077899,0.999998,0.0120203,3.49325,-0.0259952,-0.00165855,0.00288696,-0.00210768,0.36,0.226,0.362,0.192
8708,0,0,0,0.3,0,0.00314662,3.0166,-0.00697817,-0.00158928,0.00076024,-0.000780027,0.999998,0.0120433,3.49867,-0.0260421,-0.00111653,0.00214912,-0.00212047,0.21,0.354,0.236,0.34
8709,0,0,0,0.3,0,0.00315869,3.0201,-0.00700426,-0.00158989,0.000761285,-0.000781136,0.999998,0.0120664,3.50408,-0.0260891,-0.00125334,0.0021944,-0.0022472,0.394,0.226,0.356,0.164
8710,0,0,0,0.3,0,0.00317078,3.02361,-0.0070304,-0.00159027,0.000762338,-0.000782226,0.999998,0.0120895,3.50949,-0.026136,-0.000281032,0.00181754,-0.00214815,0.222,0.324,0.27,0.324
8711,0,0,0,0.3,0,0.00318289,3.02713,-0.00705658,-0.00159026,0.000763077,-0.000783328,0.999998,0.0121126,3.51489,-0.0261829,0.000112565,0.00141595,-0.00224511,0.326,0.288,0.294,0.232
8712,0,0,0,0.3,0,0.00319503,3.03065,-0.00708281,-0.00159003,0.000763854,-0.000784396,0.999998,0.0121357,3.52029,-0.0262298,0.000930072,0.00148399,-0.00200499,0.306,0.254,0.338,0.242
8713,0,0,0,0.3,0,0.00320719,3.03417,-0.00710908,-0.00158926,0.000764353,-0.00078534,0.999998,0.0121589,3.52569,-0.0262767,0.00182832,0.000659918,-0.00183972,0.232,0.346,0.24,0.32
8714,0,0,0,0.3,0,0.00321937,3.0377,-0.00713541,-0.0015883,0.000764722,-0.000786199,0.999998,0.0121821,3.53109,-0.0263235,0.00212454,0.000855961,-0.00156482,0.38,0.222,0.364,0.174
8715,0,0,0,0.3,0,0.00323157,3.04124,-0.00716178,-0.00158693,0.000765024,-0.000786875,0.999998,0.0122053,3.53648,-0.0263702,0.00315753,0.000241675,-0.00125303,0.2,0.352,0.24,0.346
8716,0,0,0,0.3,0,0.0032438,3.04478,-0.0071882,-0.00158534,0.000765044,-0.000787494,0.999998,0.0122285,3.54186,-0.026417,0.00309264,7.629e-05,-0.00121071,0.376,0.25,0.332,0.182
8717,0,0,0,0.3,0,0.00325605,3.04833,-0.00721466,-0.00158371,0.000765076,-0.000788023,0.999998,0.0122517,3.54725,-0.0264636,0.00351062,-0.0001729,-0.00093534,0.258,0.294,0.3,0.288
8718,0,0,0,0.3,0,0.00326833,3.05188,-0.00724117,-0.00158196,0.000764736,-0.000788461,0.999998,0.012275,3.55263,-0.0265102,0.00325915,-0.000946059,-0.000847627,0.282,0.314,0.27,0.274
8719,0,0,0,0.3,0,0.00328063,3.05544,-0.00726773,-0.00158051,0.000764289,-0.000788794,0.999998,0.0122982,3.55801,-0.0265567,0.00279512,-0.000922879,-0.000454597,0.348,0.228,0.36,0.204
8720,0,0,0,0.3,0,0.00329295,3.059,-0.00729433,-0.00157909,0.000763591,-0.000788881,0.999998,0.0123215,3.56339,-0.0266031,0.00274143,-0.00180677,9.76914e-07,0.21,0.35,0.24,0.34
8721,0,0,0,0.3,0,0.00330529,3.06257,-0.00732098,-0.00157798,0.000762669,-0.000788783,0.999998,0.0123447,3.56876,-0.0266495,0.00185765,-0.00172245,0.000390094,0.39,0.22,0.362,0.168
8722,0,0,0,0.3,0,0.00331766,3.06615,-0.00734767,-0.00157704,0.000761776,-0.000788448,0.999998,0.0123679,3.57413,-0.0266959,0.00196639,-0.00199841,0.000840716,0.212,0.328,0.264,0.334
8723,0,0,0,0.3,0,0.00333005,3.06973,-0.00737442,-0.00157618,0.000760697,-0.000788015,0.999998,0.0123911,3.57949,-0.0267422,0.00138796,-0.00206193,0.000862491,0.34,0.276,0.304,0.22
8724,0,0,0,0.3,0,0.00334247,3.07331,-0.0074012,-0.00157558,0.000759815,-0.00078757,0.999998,0.0124143,3.58486,-0.0267884,0.00126547,-0.001686,0.000911084,0.302,0.258,0.332,0.248
8725,0,0,0,0.3,0,0.0033549,3.0769,-0.00742804,-0.00157494,0.000758861,-0.000787187,0.999998,0.0124375,3.59022,-0.0268347,0.00107447,-0.00199584,0.00059178,0.248,0.338,0.246,0.308
8726,0,0,0,0.3,0,0.00336737,3.0805,-0.00745492,-0.00157464,0.000758064,-0.000787001,0.999998,0.0124606,3.59558,-0.0268809,0.000410812,-0.00123766,0.000254599,0.38,0.218,0.364,0.176
8727,0,0,0,0.3,0,0.00337985,3.0841,-0.00748185,-0.00157436,0.000757479,-0.00078695,0.999998,0.0124838,3.60093,-0.026927,0.000612325,-0.00124466,-6.61348e-05,0.198,0.35,0.24,0.352
8728,0,0,0,0.3,0,0.00339236,3.0877,-0.00750882,-0.00157422,0.000756996,-0.000787129,0.999998,0.0125069,3.60628,-0.0269732,-1.14026e-05,-0.00053582,-0.000541258,0.38,0.238,0.342,0.18
8729,0,0,0,0.3,0,0.00340489,3.09131,-0.00753584,-0.00157421,0.000756958,-0.000787452,0.999998,0.01253,3.61162,-0.0270193,0.000202609,7.56267e-05,-0.000724622,0.25,0.298,0.292,0.298
8730,0,0,0,0.3,0,0.00341744,3.09493,-0.00756291,-0.00157414,0.000757037,-0.000787929,0.999998,0.0125531,3.61697,-0.0270654,-0.000118695,0.000391634,-0.00116189,0.298,0.312,0.27,0.26
8731,0,0,0,0.3,0,0.00343002,3.09855,-0.00759002,-0.00157434,0.000757538,-0.000788607,0.999998,0.0125763,3.62231,-0.0271115,-0.00042686,0.00135965,-0.0014721,0.338,0.238,0.352,0.212
8732,0,0,0,0.3,0,0.00344262,3.10218,-0.00761717,-0.00157448,0.000758203,-0.000789443,0.999998,0.0125994,3.62764,-0.0271576,-0.000312692,0.00125707,-0.00187327,0.214,0.352,0.236,0.336
8733,0,0,0,0.3,0,0.00345524,3.10581,-0.00764438,-0.00157483,0.00075898,-0.000790488,0.999998,0.0126226,3.63298,-0.0272037,-0.000916602,0.00187782,-0.0021882,0.394,0.22,0.364,0.162
8734,0,0,0,0.3,0,0.00346788,3.10945,-0.00767163,-0.00157521,0.000759923,-0.000791588,0.999998,0.0126458,3.63831,-0.0272498,-0.000607385,0.00166909,-0.00223418,0.214,0.334,0.26,0.332
